,,GSM596123,GSM596124,GSM596127,GSM596128,GSM596131,GSM596132,GSM596125,GSM596126,GSM596129,GSM596130,GSM596133,GSM596134
AT1G67310,[ AT1G67310.1 / C: located in nucleus / AnalysisReference:501750651 ][ AT1G67310.1 / C: located in nucleus / AnalysisReference:501748310 ][ AT1G67310 / F: functions in calmodulin binding / Publication:1546140 ][ AT1G67310 / P: involved in regulation of transcription  DNA-dependent / Publication:501682352 ],7.209368056,7.152717891,7.495200108,7.332797141,6.403230051,5.962365953,7.282207473,7.17642814,8.088230316,7.696841543,6.969922814,7.396684005
AT1G68370, DnaJ-like protein with homology to coiled coils found in cytoskeleton-interacting proteins. - [ AT1G68370 / P: involved in protein folding / Communication:501714663 ][ AT1G68370 / P: involved in protein folding / Communication:501714663 ][ AT1G68370.1 / F: has unfolded protein binding / AnalysisReference:501748310 ][ AT1G68370 / F: functions in cytoskeletal protein binding / Publication:1825 ],7.051601202,6.97949146,6.673726264,6.710347998,5.720955581,6.035652852,6.858414883,6.937632272,6.589347951,6.504922812,5.906362762,5.332042672
AT1G68400,[ AT1G68400.1 / F: has ATP binding / AnalysisReference:501748310 ][ AT1G68400.1 / F: has ATP binding / AnalysisReference:501748310 ][ AT1G68400 / P: involved in protein phosphorylation / Communication:501714663 ][ AT1G68400 / F: functions in ATP binding / Communication:501714663 ],6.162685077,6.055187594,6.373884987,5.979583817,5.553191777,6.095050618,5.861528324,6.026615716,5.904557006,6.190334777,4.469673923,4.029738001
AT1G69295, Encodes a member of the X8-GPI family of proteins. It localizes to the plasmodesmata and is predicted to bind callose. - [ AT1G69295 / F: functions in (1->3)-beta-D-glucan binding / Publication:501729833 ][ AT1G69295 / C: located in anchored to membrane / Publication:501681566 ][ AT1G69295 / F: functions in polysaccharide binding / Publication:501729833 ][ AT1G69295.1 / C: located in plasma membrane / Publication:501720929 ],6.696679717,6.978818638,7.176509337,6.977723018,6.352386732,6.793935833,7.349322829,7.520201316,7.051571017,7.344678206,8.978072003,7.957600005
AT1G70370,[ AT1G70370 / P: involved in growth / Publication:501748728 ][ AT1G70370 / P: involved in cell tip growth / Publication:501748728 ][ AT1G70370 / P: involved in regulation of meristem growth / Publication:501748728 ][ AT1G70370 / P: involved in pattern specification process / Publication:501748728 ],10.03339044,9.986248267,10.06563664,10.44742163,10.10735724,9.703939114,9.935942664,9.905981665,9.282272613,9.916180915,8.193021126,9.130600614
AT1G71030, Encodes a putative myb family transcription factor.  In contrast to most other myb-like proteins its myb domain consists of a single repeat.  A proline-rich region potentially involved in transactivation is found in the C-terminal part of the protein.   Its transcript accumulates mainly in leaves. - [ AT1G71030 / P: involved in regulation of transcription  DNA-dependent / Communication:501714663 ][ AT1G71030 / P: involved in anthocyanin-containing compound biosynthetic process / Publication:501748728 ][ AT1G71030.1 / C: located in nucleus / AnalysisReference:501750651 ],9.583406174,9.328664296,9.82712263,8.993856254,8.48505095,9.920015687,9.705110941,9.429949523,10.5907818,9.692550093,8.619533074,8.811620703
AT1G71220,[ AT1G71220.1 / F: has transferase activity  transferring glycosyl groups / AnalysisReference:501748310 ][ AT1G71220.1 / P: involved in protein glycosylation / AnalysisReference:501748310 ][ AT1G71220 / P: involved in response to salicylic acid stimulus / Publication:501734792 ],7.749818313,7.684685849,7.354918453,7.554083797,7.094413047,6.84794583,7.54006324,7.586167745,7.562039876,7.680738282,6.385147638,6.685206565
AT1G71260, Encodes WHY2  a homolog of the potato p24 protein.  It shares the conserved KGKAAL domain  a putative DNA-binding domain  with potato p24 and is localized to mitochondria and not the nucleus.  WHY2 is a member of the Whirly family proteins present mainly in the plant kingdom performing various activities related to DNA metabolism.  Crystal structure of Solanum tuberosum WHY2  a close homolog of Arabidopsis WHY2  reveal that Whirly proteins bind to single strand DNA to promote accurate repair of DNA double-strand breaks over an error-prone repair pathway. - [ AT1G71260 / C: located in mitochondrion / Publication:501717420 ][ AT1G71260.1 / P: involved in regulation of transcription  DNA-dependent / AnalysisReference:501748310 ][ AT1G71260 / P: involved in RNA splicing  via endonucleolytic cleavage and ligation / Publication:501748728 ],7.688840939,7.567753473,7.72987318,7.714098847,7.072830313,6.729208939,7.628514494,7.618180265,7.469349359,7.857200661,6.056162992,7.071692898
AT1G71380,[ AT1G71380 / C: located in cell wall / Publication:3197 ][ AT1G71380 / C: located in plant-type cell wall / Publication:501718077 ][ AT1G71380.1 / C: located in plasmodesma / Publication:501742898 ][ AT1G71380.1 / F: has hydrolase activity  hydrolyzing O-glycosyl compounds / AnalysisReference:501748310 ],3.641238513,3.656635284,3.704922985,3.728361115,3.555919353,3.409421124,3.613530456,3.683386207,3.818490107,3.691913603,3.326969651,3.449419794
AT1G71692, Encodes a member of the MADS box family of transcription factors. Involved in root cell differentiation and flowering time. Loss of function mutations have abnormal cellular differentiation in the roots and are late flowering. AGL12 along with AGL14  and AGL17 is preferentially expressed in root tissues and represent the only characterized MADS box genes expressed in roots. - [ AT1G71692 / P: involved in nitrate transport / Publication:501748728 ][ AT1G71692.1 / C: located in nucleus / AnalysisReference:501750651 ][ AT1G71692.1 / P: involved in regulation of transcription  DNA-dependent / AnalysisReference:501748310 ][ AT1G71692.1 / P: involved in regulation of transcription  DNA-dependent / AnalysisReference:501748310 ],3.490444418,3.375821881,3.729963447,3.901303929,3.559786481,3.588952646,3.430165857,3.550628504,3.735189915,3.889642556,3.399993276,3.369065336
AT1G71830, Plasma membrane LRR receptor-like serine threonine kinase expressed during embryogenesis in locules until stage 6 anthers  with higher expression in the tapetal cell layer. SERK1 and SERK2 receptor kinases function redundantly as an important control point for sporophytic development  controlling male gametophyte production.  later - [ AT1G71830 / F: has receptor serine/threonine kinase binding / Publication:501733495 ][ AT1G71830 / P: involved in microsporogenesis / Publication:501727224 ][ AT1G71830 / P: involved in protein phosphorylation / Publication:501714787 ][ AT1G71830 / P: involved in protein autophosphorylation / Publication:501714787 ],4.680392403,4.924875886,4.94283503,4.776077694,4.243234279,4.00583098,4.83671092,4.736591053,4.774123029,5.06734369,3.436209356,4.336134096
AT1G71860, Encodes a protein with  tyrosine phosphatase activity that is downregulated in response to cold and upregulated in response to salt stress. - [ AT1G71860 / C: located in cytoplasm / Publication:501714452 ][ AT1G71860.1 / C: located in nucleus / AnalysisReference:501750651 ][ AT1G71860.1 / C: located in plasma membrane / Publication:501722708 ][ AT1G71860 / P: involved in negative regulation of MAP kinase activity / Publication:501748728 ],8.133771085,8.109921082,8.212564976,8.202455371,6.872932258,7.64437062,8.093408305,7.95904245,8.271858112,8.207291904,7.17870951,6.674813892
AT1G72150, novel cell-plate-associated protein that is related in sequence to proteins involved in membrane trafficking in other eukaryotes - [ AT1G72150 / P: involved in pollen tube growth / Publication:501733733 ][ AT1G72150 / P: involved in pollen tube growth / Publication:501733733 ][ AT1G72150.1 / P: involved in transport / AnalysisReference:501748310 ][ AT1G72150 / P: involved in hyperosmotic response / Publication:501748728 ],10.77943253,10.75208045,10.86820408,10.61260789,10.47828428,10.22827161,10.39561104,10.83537697,11.31865427,10.73400913,10.33693961,10.11243874
AT1G72260, Encodes a thionin which is a cysteine rich protein having antimicrobial properties. Thi2.1 is expressed in response to a variety of pathogens and induced by ethylene and jasmonic acid. Belongs to the plant thionin (PR-13) family with the following members: At1g66100  At5g36910  At1g72260  At2g15010  At1g12663  At1g12660. - [ AT1G72260 / P: involved in defense response / Publication:4184 ][ AT1G72260.1 / C: located in extracellular region / AnalysisReference:501750651 ][ AT1G72260 / P: involved in jasmonic acid mediated signaling pathway / Publication:2011 ][ AT1G72260.1 / P: involved in defense response / AnalysisReference:501748310 ],4.111559559,4.035884871,4.28902101,4.126059827,4.12663348,4.165280053,7.182135746,5.044878303,4.815504791,4.676679847,4.41037927,4.469680927
AT1G72460,[ AT1G72460.1 / C: located in chloroplast / AnalysisReference:501750651 ][ AT1G72460 / F: functions in ATP binding / Communication:501714663 ][ AT1G72460.1 / F: has ATP binding / AnalysisReference:501748310 ][ AT1G72460.1 / P: involved in protein phosphorylation / AnalysisReference:501748310 ],5.129512562,5.305098723,5.211426698,5.276923877,4.503307325,4.776081228,5.146657836,5.463189351,5.632536684,5.264306734,4.529656606,4.995947319
AT1G72650, Arabidopsis thaliana myb family transcription factor (At1g72650) - [ AT1G72650.1 / F: has DNA binding / AnalysisReference:501748310 ][ AT1G72650 / P: involved in nuclear-transcribed mRNA catabolic process / Publication:501748728 ][ AT1G72650 / P: involved in vernalization response / Publication:501748728 ][ AT1G72650 / P: involved in negative regulation of transcription  DNA-dependent / Publication:501748728 ],6.508213676,6.297755133,6.64909454,6.633382883,5.396210788,5.813574994,6.742363947,6.455987938,6.840160286,7.269318132,6.527670037,6.488650068
AT1G73030, Encodes an ESCRT-related protein: CHMP1A/AT1G73030; CHMP1B/AT1G17730.  CHMP1A and B mediate multivesicular body sorting of auxin carriers and are required for plant development.  ESCRT: Endosomal Sorting Complexes Required For Transport machinery; CHMP: Charged Multivesicular Body Protein/Chromatin Modifying Protein. - [ AT1G73030 / P: involved in vesicle-mediated transport / Publication:501748728 ][ AT1G73030 / P: involved in endosome transport via multivesicular body sorting pathway / Publication:501730009 ][ AT1G73030 / P: involved in cellular membrane fusion / Publication:501748728 ],8.46962895,8.525466271,8.628692271,8.627949319,8.013060613,7.655953189,8.613654655,8.684506283,8.842441711,8.687233635,8.572481317,8.395443339
AT1G73080, Encodes a leucine-rich repeat receptor kinase.  Functions as a receptor for AtPep1 to amplify innate immunity response to pathogen attacks. - [ AT1G73080 / F: has protein serine/threonine kinase activity / Communication:501714663 ][ AT1G73080 / P: involved in response to jasmonic acid stimulus / Publication:501736091 ][ AT1G73080.1 / P: involved in protein phosphorylation / AnalysisReference:501748310 ],6.931517254,6.967335302,7.679520341,8.320446675,7.164650058,5.507893119,6.941320093,6.729365249,6.563560931,7.132007129,6.506707897,7.631732476
AT1G73730, Encodes a putative transcription factor involved in ethylene signalling.  Isolated DNA binding domain has been shown to bind DNA in vitro. - [ AT1G73730 / P: involved in intracellular signal transduction / Publication:501748728 ][ AT1G73730 / P: involved in signal transduction / Publication:501748728 ][ AT1G73730 / P: involved in abscisic acid mediated signaling pathway / Publication:501748728 ],5.776686034,5.856078346,5.619480522,5.837707908,4.390822976,4.789015389,5.786385737,5.800359693,5.749423156,5.789071461,4.571197461,4.039715482
AT1G74380,[ AT1G74380 / C: located in Golgi membrane / Publication:501725128 ][ AT1G74380 / F: functions in protein binding / Publication:501749188 ][ AT1G74380 / C: located in trans-Golgi network / Publication:501750648 ][ AT1G74380 / F: functions in protein binding / Publication:501749188 ],7.36884135,7.378226358,7.666254083,8.092895314,6.91885151,6.227071145,7.221564044,7.252260602,7.329249099,7.36346241,6.053430725,6.37962604
AT1G74670,[ AT1G74670 / P: involved in response to sucrose stimulus / Publication:501718563 ][ AT1G74670 / P: involved in response to karrikin / Publication:501736304 ][ AT1G74670 / P: involved in seed dormancy process / Publication:501748728 ][ AT1G74670 / F: has molecular_function / Communication:501683652 ],8.9438498,8.729388541,8.950093687,8.83626402,9.062157529,9.6121943,8.118730645,8.350189943,8.564407464,8.48985323,5.528806702,3.918986827
AT1G75100, Contains a J-domain at the C-terminus which is similar to the J-domain of auxilin  a clathrin-uncoating factor in cow  yeast and worm. Arabidopsis contains 6 other proteins similar to auxilin.  Expressed in leaves and stems  but not in roots. Localized in the cytoplasm. Required for the chloroplast accumulation response  but not for the avoidance response. No molecular function known. - [ AT1G75100 / P: involved in chloroplast avoidance movement / Publication:501743545 ][ AT1G75100.1 / C: located in chloroplast / AnalysisReference:501750651 ][ AT1G75100 / P: involved in actin filament organization / Publication:501743545 ][ AT1G75100 / P: involved in chloroplast accumulation movement / Publication:501717549 ],6.84012883,6.542360952,7.678114854,7.316833279,5.556228684,7.382852361,6.778866992,6.79782549,7.748318492,7.728240052,6.979634497,5.773163473
AT1G75310,[ AT1G75310 / P: involved in protein folding / Communication:501714663 ][ AT1G75310.1 / C: located in chloroplast / AnalysisReference:501750651 ][ AT1G75310 / P: involved in protein folding / Communication:501714663 ][ AT1G75310 / P: involved in protein folding / Communication:501714663 ],6.414124323,6.436432105,6.318351442,6.113706724,6.060875463,5.234546808,6.004385209,5.946157897,6.152411091,6.201133287,5.12223359,5.720650144
AT1G75500, An Arabidopsis thaliana homolog of Medicago truncatula NODULIN21 (MtN21). The gene encodes a plant-specific  predicted integral membrane protein and is a member of the Plant-Drug/Metabolite Exporter (P-DME) family (Transporter Classification number: TC 2.A.7.3). - [ AT1G75500 / P: involved in auxin polar transport / Publication:501748728 ][ AT1G75500 / P: involved in regulation of cell size / Publication:501748728 ][ AT1G75500 / P: involved in response to salt stress / Publication:501748728 ][ AT1G75500.1 / C: located in vacuolar membrane / Publication:501720626 ],8.640024646,8.583820448,8.894849815,8.928626403,8.096940619,9.106883559,8.485101052,8.951429342,9.016909637,8.779150016,6.460230147,5.362604568
AT1G75580,[ AT1G75580 / F: functions in calmodulin binding / Communication:501714663 ][ AT1G75580 / P: involved in response to auxin stimulus / Communication:501714663 ][ AT1G75580 / C: located in cellular_component / Communication:1345790 ],4.102326722,3.946234254,4.072005305,4.100635717,3.620477247,3.737404213,3.752283059,3.636629026,3.951048907,4.203972411,3.65892816,3.679602353
AT1G76160,[ AT1G76160 / P: involved in sterol biosynthetic process / Publication:501748728 ][ AT1G76160 / P: involved in plant-type cell wall cellulose metabolic process / Publication:501748728 ][ AT1G76160.1 / C: located in plasmodesma / Publication:501742898 ][ AT1G76160.1 / P: involved in oxidation-reduction process / AnalysisReference:501748310 ],9.415082932,9.397838527,9.128431895,9.570791321,9.177279099,8.54815911,8.658036641,8.679475398,7.877504687,8.054211651,6.141884825,7.507652916
AT1G76590,[ AT1G76590 / P: involved in heat acclimation / Publication:501748728 ][ AT1G76590 / P: involved in heat acclimation / Publication:501748728 ][ AT1G76590.1 / C: located in mitochondrion / AnalysisReference:501750651 ][ AT1G76590 / P: involved in biological_process / Communication:1345790 ],7.858659188,7.882880741,8.547742617,8.702768009,7.886912961,5.729429598,8.386720457,8.310122905,9.007183856,8.768691868,8.883535989,9.608950963
AT1G77470, Encodes a protein with high homology to the Replication Factor C  Subunit 3 (RFC3) of yeast and other eukaryotes. rfc3 mutants are hypersensitive to salicylic acid and exhibit enhanced induction of PR genes and resistance against virulent oomycete Hyaloperonospora arabidopsidis Noco2. The enhanced pathogen resistance in the mutant is NPR1-independent. - [ AT1G77470 / P: involved in embryo sac egg cell differentiation / Publication:501748728 ][ AT1G77470 / F: has ATPase activity / Communication:501714663 ][ AT1G77470 / P: involved in methylation-dependent chromatin silencing / Publication:501748728 ][ AT1G77470 / P: involved in RNA interference / Publication:501748728 ],5.746676083,5.915093488,5.953541761,6.032815568,5.89487228,5.889939537,5.914145601,5.940822044,6.034344805,6.239857195,5.602322622,5.869978548
AT1G77740, Encodes PIP5K2  a phosphatidylinositol-4-phosphate 5-kinase (PtdIns(4)P 5-kinase 2; or PIP5K2). - [ AT1G77740 / F: has 1-phosphatidylinositol-4-phosphate 5-kinase activity / Publication:501735470 ][ AT1G77740 / P: involved in lateral root formation / Publication:501745272 ][ AT1G77740.1 / F: has phosphatidylinositol phosphate kinase activity / AnalysisReference:501748310 ],7.185263828,7.082237588,7.103475605,6.799871143,6.01996255,6.797107173,6.905543671,6.85705024,6.847834557,7.098778443,5.876545159,5.308362388
AT1G77930,[ AT1G77930 / P: involved in protein folding / Communication:501714663 ][ AT1G77930 / P: involved in protein folding / Communication:501714663 ][ AT1G77930.2 / F: has heat shock protein binding / AnalysisReference:501748310 ][ AT1G77930 / P: involved in protein folding / Communication:501714663 ],8.365454141,8.395574653,8.622905666,8.756675533,7.573530911,7.915578797,8.559294117,8.568752112,8.909860856,8.730978388,8.552139586,8.231349173
AT1G78570, Encodes a UDP-L-Rhamnose synthase involved in the biosynthesis of rhamnose  a major monosaccharide component of pectin. Catalyzes the conversion of UDP-D-Glc to UDP-L-Rha.  The dehydrogenase domain of RHM1 was shown to catalyze the conversion of UDP-D-Glc to the reaction intermediate UDP-4-keto-6-deoxy-D-Glc using recombinant protein assay but the activity of the full-length protein was not determined as it could not be expressed in <i>E. coli</i>. - [ AT1G78570 / P: involved in UDP-rhamnose biosynthetic process / Publication:501720512 ][ AT1G78570 / P: involved in UDP-rhamnose biosynthetic process / Publication:501719431 ][ AT1G78570.1 / F: has coenzyme binding / AnalysisReference:501748310 ][ AT1G78570.1 / F: has catalytic activity / AnalysisReference:501748310 ],7.691628386,7.82840111,7.699212863,7.998675221,6.82026115,7.632127259,7.630270607,7.690587886,7.45266868,7.580296852,6.950864441,6.475164582
AT1G78580, Encodes an enzyme putatively involved in trehalose biosynthesis. The protein has a trehalose synthase (TPS)-like domain but no trehalose phosphatase (TPP)-like domain.  ATTPS1 is able to complement yeast tps1 mutants in vivo. The gene product modulates cell growth but not cell differentiation by determining cell wall deposition and cell division. - [ AT1G78580 / P: involved in plant-type cell wall biogenesis / Publication:501748728 ][ AT1G78580 / C: located in cytoplasm / Publication:501740228 ][ AT1G78580 / P: involved in trehalose metabolic process / Publication:501714656 ][ AT1G78580.1 / P: involved in trehalose biosynthetic process / AnalysisReference:501748310 ],6.828190695,6.858472533,6.648802764,6.782229315,6.168145826,6.536000801,6.691902957,6.519312333,6.41297955,6.891478258,6.182512509,6.459035527
AT1G79230, encodes a sulfurtransferase/rhodaneses  which belongs to a group of enzymes widely distributed in all three phyla that catalyze the transfer of sulfur from a donor to a thiophilic acceptor substrate. The protein and transcript levels are NOT affected by senescence or exogenous cyanide  suggesting that sulfurtransferases are involved in cyanide detoxification. - [ AT1G79230 / F: has thiosulfate sulfurtransferase activity / Publication:629 ][ AT1G79230 / P: involved in glucosinolate biosynthetic process / Publication:501748728 ][ AT1G79230.1 / C: located in chloroplast / Publication:501724486 ][ AT1G79230 / F: has thiosulfate sulfurtransferase activity / Publication:94 ],8.365598301,8.24000159,8.438576844,8.511748413,7.9572183,8.419118105,8.323213924,8.162654881,8.414832716,8.564524181,8.343274677,7.853355406
AT1G79250,[ AT1G79250 / P: involved in pollen tube growth / Publication:501729562 ][ AT1G79250 / P: involved in plant-type cell wall modification / Publication:501748728 ][ AT1G79250.2 / F: has protein kinase activity / AnalysisReference:501748310 ][ AT1G79250.1 / P: involved in protein phosphorylation / AnalysisReference:501748310 ],3.13805817,3.349528723,3.605629946,3.488936292,3.499060655,3.485685616,3.390623118,3.280609157,3.427210061,3.481202098,3.498245976,3.553882644
AT1G79900, encodes a mitochondrial ornithine transporter that exports ornithine from the mitochondria to the cytosol - [ AT1G79900 / P: involved in hyperosmotic response / Publication:501736111 ][ AT1G79900 / P: involved in proline biosynthetic process / Publication:501736111 ][ AT1G79900 / C: located in mitochondrion / Publication:501736111 ][ AT1G79900 / C: located in mitochondrial inner membrane / Communication:501714663 ],5.648355074,5.844764965,5.660673056,5.782260269,5.043715187,5.335373346,5.912105041,5.853918625,5.73079529,5.647756809,7.236090477,6.312828146
AT1G80760, Encodes a protein with boron transporter activity. It helps to preferentially direct boron to young developing tissues in the shoot  such as immature leaves  under low boron conditions. This boron channel appears to be impermeable to water  unlike the closely related NIP5;1 boron transporter. This protein also allows the transport of glycerol  urea  and formimide but not larger uncharged solutes such as arabitol and sucrose when it is expressed heterologously. - [ AT1G80760 / P: involved in borate transport / Publication:501728870 ][ AT1G80760 / P: involved in transport / Communication:501714663 ][ AT1G80760.1 / C: located in membrane / AnalysisReference:501748310 ][ AT1G80760.1 / F: has transporter activity / AnalysisReference:501748310 ],5.393466897,5.599475567,5.511039363,5.547082894,4.975117712,6.458235555,5.855806561,6.000913242,6.709815809,6.073845487,6.771024276,4.73917242
AT2G01420, Encodes a putative auxin efflux carrier that is localized in developing and mature root meristems.  It is involved in the maintenance of embryonic auxin gradients.  A role for AtPIN4 in generating a sink for auxin below the quiescent center of the root meristem that is essential for auxin distribution and patterning is proposed. In the root  PIN4 is detected around the quiescent center and cells surrounding it  and localizes basally in provascular cells. PIN4 expression is upregulated in brassinosteroid-insensitive mutant (PMID 16141452). - [ AT2G01420 / P: involved in regulation of cell size / Publication:501748728 ][ AT2G01420 / P: involved in cell tip growth / Publication:501748728 ][ AT2G01420 / P: involved in cell tip growth / Publication:501748728 ][ AT2G01420.1 / P: involved in transmembrane transport / AnalysisReference:501748310 ],8.354070625,8.051769146,8.385032723,7.994322274,7.437149457,8.521748324,8.107637663,8.451204479,8.787005198,8.786490793,6.575103378,5.828684497
AT2G01570, Member of the VHIID/DELLA regulatory family. Contains homopolymeric serine and threonine residues  a putative nuclear localization signal  leucine heptad repeats  and an LXXLL motif. Putative transcriptional regulator repressing the gibberellin response and integration of phytohormone signalling. DELLAs repress cell proliferation and expansion that drives plant growth. The protein undergoes degradation in response to GA via the 26S proteasome. RGA1 binds to PIF3 and  inhibits its DNA binding activity and thus affects the expression of PIF3 regulated genes. RGA may be involved in reducing ROS accumulation in response to stress by up-regulating the transcription of superoxide dismutases. Represses GA-induced vegetative growth and floral initiation. Rapidly degraded in response to GA. Involved in fruit and flower development. - [ AT2G01570 / P: involved in gibberellic acid mediated signaling pathway / Publication:501748728 ][ AT2G01570 / P: involved in response to abscisic acid stimulus / Publication:501748728 ][ AT2G01570 / P: involved in seed dormancy process / Publication:501748728 ],8.07677904,8.106960923,8.230662238,8.258326533,7.42129507,7.939939113,8.00421509,8.142967154,8.434891638,8.48951817,7.599198393,6.663078124
AT2G01970,[ AT2G01970.1 / C: located in plasmodesma / Publication:501742898 ][ AT2G01970 / C: located in trans-Golgi network / Publication:501750648 ][ AT2G01970.1 / C: located in vacuolar membrane / Publication:501720626 ][ AT2G01970 / C: located in Golgi apparatus / Publication:501718909 ],7.879525464,7.946316382,7.367884032,7.570341367,6.71959206,7.327290155,8.167415729,8.146982104,7.580543556,7.331299892,7.223847145,6.443017134
AT2G02100, Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant defensin (PDF) family with the following members: At1g75830/PDF1.1  At5g44420/PDF1.2a  At2g26020/PDF1.2b  At5g44430/PDF1.2c  At2g26010/PDF1.3  At1g19610/PDF1.4  At1g55010/PDF1.5  At2g02120/PDF2.1  At2g02100/PDF2.2  At2g02130/PDF2.3  At1g61070/PDF2.4  At5g63660/PDF2.5  At2g02140/PDF2.6  At5g38330/PDF3.1 and At4g30070/PDF3.2. - [ AT2G02100 / F: has peptidase inhibitor activity / Communication:501714663 ][ AT2G02100.1 / C: located in extracellular region / AnalysisReference:501750651 ][ AT2G02100.1 / C: located in plasma membrane / Publication:501722708 ][ AT2G02100.1 / C: located in plasma membrane / Publication:501720929 ],11.15036413,11.24892993,9.707197958,10.25567583,10.25079597,7.824290689,11.75559716,11.71208011,8.922896744,10.21650587,6.30545263,10.51055221
AT2G02480, STICHEL mutant shows trichomes with fewer than normal branches. - [ AT2G02480.1 / F: has DNA binding / AnalysisReference:501748310 ][ AT2G02480 / P: involved in trichome branching / Publication:975 ][ AT2G02480 / P: involved in trichome morphogenesis / Publication:501748728 ][ AT2G02480.1 / C: located in nucleus / AnalysisReference:501750651 ],5.444261883,5.371880542,5.020976871,5.204392769,4.679920503,5.040069665,5.21463911,5.241832726,5.287148786,5.118515032,4.020898404,4.427642445
AT2G04060,[ AT2G04060.1 / C: located in extracellular region / AnalysisReference:501750651 ][ AT2G04060.1 / F: has hydrolase activity  hydrolyzing O-glycosyl compounds / AnalysisReference:501748310 ][ AT2G04060 / F: has beta-galactosidase activity / Communication:501714663 ],4.067181947,4.112248594,4.072509595,4.030085353,4.020898404,3.967869872,4.061106851,4.030027983,4.412475435,4.066797958,3.986324233,3.822099573
AT2G04160, isolated from differential screening of a cDNA library from auxin-treated root culture. encodes a protein similar to subtilisin-like serine protease which is believed to be active outside the plant cell. - [ AT2G04160 / P: involved in proteolysis / Communication:501714663 ][ AT2G04160 / F: has serine-type endopeptidase activity / Publication:1694 ][ AT2G04160 / P: involved in glucosinolate biosynthetic process / Publication:501748728 ][ AT2G04160 / P: involved in lateral root morphogenesis / Publication:1694 ],5.400306205,5.156934116,5.44287737,5.505021831,4.739242272,5.587953969,6.233029748,6.222267911,5.559440984,5.948359914,7.029524582,5.855528211
AT2G05620, Involved in electron flow in Photosystem I. Essential for photoprotection. - [ AT2G05620.1 / C: located in chloroplast thylakoid / Publication:501735990 ][ AT2G05620.1 / C: located in chloroplast thylakoid / Publication:501735990 ][ AT2G05620 / F: has electron carrier activity / Publication:501681802 ][ AT2G05620 / P: involved in cellular response to light intensity / Publication:501750342 ],9.795940048,9.857248445,10.18411301,10.0919938,9.453263653,10.24618543,9.753286109,9.896423803,9.809866682,10.2557807,10.00344066,9.785199117
AT2G05940,[ AT2G05940 / P: involved in abscisic acid mediated signaling pathway / Publication:501748728 ][ AT2G05940 / P: involved in positive regulation of flavonoid biosynthetic process / Publication:501748728 ][ AT2G05940 / P: involved in salicylic acid mediated signaling pathway / Publication:501748728 ],6.669361673,6.850529365,6.918847109,6.999556603,6.393299518,6.114486357,6.691382464,6.885547731,6.97015076,6.869351845,6.383414264,6.970604463
AT2G06050, Encodes a 12-oxophytodienoate reductase that is required for jasmonate biosynthesis. Mutants are male sterile and defective in pollen dehiscence. Shows activity towards 2 4 6-trinitrotoluene. - [ AT2G06050.3 / C: located in peroxisome / Publication:501723317 ][ AT2G06050 / P: involved in jasmonic acid biosynthetic process / Publication:56 ][ AT2G06050.1 / F: has oxidoreductase activity / AnalysisReference:501748310 ][ AT2G06050 / F: has 12-oxophytodienoate reductase activity / Publication:501679546 ],10.64738913,10.87721598,11.81022615,12.54985018,11.35785165,7.007552536,10.99862391,9.871404648,9.883943614,10.90747076,8.673379842,11.51794022
AT2G07040, Pollen receptor kinase. Coexpression of AtPRK2a with AtRopGEF12 resulted in isotropic pollen tube growth. - [ AT2G07040 / P: involved in regulation of pollen tube growth / Publication:501751629 ][ AT2G07040 / P: involved in pollen tube growth / Publication:501723565 ][ AT2G07040 / P: involved in pollen tube growth / Publication:501723565 ][ AT2G07040 / P: involved in plant-type cell wall modification / Publication:501748728 ],3.695832629,3.531134769,3.661088875,3.803465566,3.522811352,3.526420722,3.597248753,3.765443771,3.947240152,3.683154131,3.510930719,3.738121343
AT2G14560, Encodes LURP1  a member of the LURP cluster (late upregulated in response to Hyaloperonospora parasitica) which exhibits a pronounced upregulation after recognition of the pathogenic oomycte H. parasitica.  LURP1 is required for full basal defense to H. parasitica and resistance to this pathogen mediated by the R-proteins RPP4 and RPP5. - [ AT2G14560 / P: involved in regulation of hydrogen peroxide metabolic process / Publication:501748728 ][ AT2G14560 / P: involved in response to salicylic acid stimulus / Publication:501724328 ][ AT2G14560 / P: involved in salicylic acid biosynthetic process / Publication:501748728 ],9.099438226,9.445966646,8.016818183,7.973289586,9.413162687,7.013005247,8.664658876,9.209555438,8.102220863,7.049934335,4.390476232,7.34595633
AT2G15970, encodes an alpha form of a protein similar to the cold acclimation protein WCOR413 in wheat. Expression is induced by short-term cold-treatment  water deprivation  and abscisic acid treatment. - [ AT2G15970.1 / C: located in vacuole / Publication:501714874 ][ AT2G15970 / P: involved in cold acclimation / Publication:501705994 ][ AT2G15970 / P: involved in response to cold / Publication:501748728 ][ AT2G15970.1 / C: located in mitochondrion / AnalysisReference:501750651 ],10.640867,10.79263702,10.86100082,10.75807726,10.66682959,9.626695731,11.20226258,11.31898991,11.27115801,10.45552667,11.74592075,11.23825049
AT2G16430,[ AT2G16430 / F: has acid phosphatase activity / Publication:501745116 ][ AT2G16430 / P: involved in cellular response to phosphate starvation / Publication:501745116 ][ AT2G16430.1 / C: located in extracellular region / AnalysisReference:501750651 ][ AT2G16430 / C: located in plant-type cell wall / Publication:501718077 ],7.810032457,7.828773151,7.666620435,7.617796348,7.522155925,8.1338199,7.796920344,7.901766481,7.067415851,7.410617419,6.55810255,7.124599039
