YDR071C,0.46,0.51,0.3,-0.18,-0.51,-0.09,-0.11,-0.01,-0.41,0.24,-0.17,0.15,-0.2,0.17,-0.95,0.08,-1.17,0.24,-0.57,0.56,-0.59,0.85,0.49,0.91
YDR072C,-0.25,-0.49,-0.24,0.08,0.4,0.47,0.23,0.36,0.63,0.44,0.25,0.31,0.13,-0.31,-0.02,0.14,0.38,0.09,0.28,-1.04,-0.37,-0.74,-0.25,-0.49
YDR073W,0.09,0.16,0.15,-0.03,-0.32,0.1,-0.38,0.1,2.24,0.04,-0.57,0.05,-0.31,-0.28,0.12,-0.06,-0.29,0.04,-0.52,-0.11,-0.15,-0.02,-0.16,0.1
YDR074W,-0.45,-0.72,-0.63,-0.15,-0.45,-0.05,0.05,-0.13,0.2,0.28,-0.41,-0.07,0.07,-0.1,-0.2,-0.49,1.36,-0.34,0.36,0.32,0.22,0.49,0.5,0.34
YDR075W,0.46,0.47,0.29,-0.16,0.15,-0.07,0.38,0.04,0.17,-0.22,-0.03,-0.01,0.19,-0.03,-0.17,-0.19,-0.37,0.05,0.2,-0.03,-0.35,-0.16,-0.59,-0.03
YDR076W,-0.28,0.37,-0.09,-0.4,0.45,-0.57,0.33,-0.4,0.65,-0.38,0.31,-0.28,0.15,-0.28,0.76,-0.09,0.25,-0.34,0.23,0.69,0.61,-0.52,-0.52,-0.64
YDR077W,-0.37,-0.86,-1.15,-0.77,0.09,0.06,0.87,0.63,1.57,0.33,0.69,-0.17,0.28,-0.7,-0.74,-0.61,-0.04,0.15,1.22,0.02,0.67,-0.3,-0.48,-0.38
YDR078C,0.145066702,0.08479596,0.407221468,-0.310008614,0.060396603,-0.743849994,-0.372695354,-0.405020015,0.266860731,-0.301963983,0.01925245,-0.779300623,-0.443524549,-0.59,0.44406222,0.59,0.364549528,1.162001689,0.48098519,0.286312759,0.943266824,0.00599734,-0.201615856,-1.112790476
YDR079W,0.86,-0.09,-0.2,-0.81,-0.01,-0.13,0.41,-0.35,0.11,0.14,-0.09,0.08,0.05,-0.39,-0.39,-0.05,-0.61,0,-0.05,0.19,0.04,0.26,0.26,0.78
YDR080W,-0.47,-0.81,-0.64,-0.22,-0.2,0.02,-0.06,0.02,0.13,0.13,-0.06,0.09,0.02,-0.03,-0.11,0.04,0.57,0.19,1.01,0.28,0.61,-0.15,-0.24,-0.13
YDR081C,-0.29,0.31,0.13,-0.18,-0.02,0.06,0.45,0.09,-0.44,-0.04,-0.09,0.91,0.01,-0.23,-0.14,-0.04,0.03,0.09,0.04,0.03,0.35,-0.31,-0.31,-0.37
YDR082W,-0.16,0.17,0.34,-0.18,0.13,-0.18,0.53,-0.09,-0.09,-0.34,0.2,0.44,-0.32,-0.34,-0.025258576,0.23,0.46,-0.22,0.35,-0.12,0.15,-0.28,-0.32,-0.34
YDR083W,0.32,1.01,0.73,-0.17,-0.19,0.17,0.27,0.15,-0.49,0.3,-0.13,0.09,-0.46,-0.19,-0.51,-0.04,0.17,-0.03,-0.23,-0.23,-0.23,0.12,-0.27,-0.13
YDR084C,-0.14,-0.16,-0.05,0.19,-0.09,0.31,0.03,0.31,-0.1,0.19,0.06,0.23,0.07,-0.02,0.01,0.04,-0.12,0.2,0.35,-0.72,-0.25,0.03,-0.18,-0.19
YDR085C,1.04,0.37,-0.08,-0.57,-0.35,-0.43,-0.31,-0.01,0.06,0.41,0.2,0.24,0,-0.36,-0.55,-0.5,-0.38,-0.94,-0.11,0.35,0.41,0.71,0.34,0.46
YDR086C,0.17,0.53,0.23,0.03,0.05,-0.15,0.03,-0.21,-0.33,0.05,0.34,0.2,0.11,0.21,-0.02,-0.13,-0.21,0.07,-0.79,-0.28,-1.15,0.26,0.28,0.73
YDR087C,1.31,0.87,0.64,-0.1,-0.36,0.3,-0.08,0.22,-0.47,0.3,-0.56,0,-0.69,-0.03,-1.01,0.31,-0.47,0.27,-0.47,0.19,-0.92,0.39,0.1,0.27
YDR088C,-0.3,0.47,0.59,-0.08,-0.14,0.04,0.33,-1.8,-0.22,0.29,0.21,0.47,-0.12,0.12,-0.12,0.14,-0.14,-0.01,0.09,-0.22,-0.12,0.24,0.2,0.04
YDR089W,-0.93,-0.99,-0.72,-0.13,0.69,0.5,0.55,0.19,0.28,-0.57,-0.26,0.05,0.15,0.04,-0.01,0.21,0.24,-0.01,0.88,0.61,0.3,-0.14,-0.44,-0.51
YDR091C,0.33,0.09,-0.14,0.18,0.61,0.13,0.44,0.1,0.68,-0.01,0.13,-0.14,-0.04,-0.15,-0.46,0.02,-0.06,0.07,0.34,-0.38,-0.19,-0.35,-0.68,-0.5
YDR092W,-0.31,-0.17,0.11,-0.16,0.18,-0.22,-0.52,-0.19,-0.58,-0.05,-0.17,0.18,-0.33,0.47,0.45,-0.27,0.16,0,-0.08,0.21,0.22,0.25,0.33,0.5
YDR093W,-0.07,-0.29,0.01,-0.35,0.46,-0.31,0.31,-0.12,0.23,-0.25,-0.23,-0.09,0.41,0.15,0.35,-0.45,0.49,-0.31,1,-0.04,0.66,-0.66,-0.27,-0.66
YDR096W,-0.2,-0.08,-0.47,-0.47,0.09,-0.68,0.08,-0.17,0.1,0.06,0.44,-0.11,0.37,-0.23,0.63,-0.19,0.25,-0.44,0.35,0.55,0.85,-0.16,-0.27,-0.29
YDR097C,0.43,1.29,1.57,-0.28,-0.94,-1.17,-1.25,-1.25,-0.49,1.01,0.9,1.28,0.9,1,-0.17,-0.3,-0.87,-1.01,-0.77,0.01,-0.47,0.63,-0.05,0.01
YDR098C,0.15,0.1,0.34,0.02,-0.29,-0.4,-0.37,-0.51,-0.56,0.04,0.1,0.23,0.02,0.49,-0.01,-0.19,-0.42,-0.19,-0.61,0.54,-0.12,0.52,0.4,0.71
YDR099W,-0.49,-0.76,-0.51,-0.14,0.15,-0.06,-0.08,-0.08,0,-0.04,-0.03,-0.08,-0.08,0.26,-0.08,0.16,-0.47,0.32,0.33,0.53,-0.31,0.53,0.29,0.65
YDR101C,1.12,1.04,0.47,0.23,0.02,0.17,0.31,0.35,0.25,0.29,-0.12,0.09,-0.43,-0.15,-0.75,0.2,-0.58,0.04,0.32,-0.33,-0.88,-0.38,-0.7,-0.54
YDR103W,-0.04,0.23,-0.22,-0.15,0.05,-0.02,0.32,0.24,0.15,0.16,0.04,0.12,-0.1,-0.24,0.02,-0.14,0.01,-0.26,0.4,0.18,-0.02,-0.22,-0.22,-0.26
YDR104C,-0.24,0.31,0.17,-0.22,-0.18,0.06,0.52,0.12,-0.24,-0.24,0.09,0.43,-0.18,-0.16,0.33,0.19,0.23,-0.3,0.17,0.2,0.47,-0.32,-0.61,-0.61
YDR105C,-1.14,-0.72,-0.14,-0.19,0.11,0.03,0.09,0.07,0.38,-0.09,-0.14,0.11,0.51,0,0.11,-0.12,0.34,-0.05,0.77,-0.14,0.22,-0.03,-0.06,0.07
YDR106W,-1.19,0.77,0.33,-0.26,0.68,-0.49,0.77,-0.64,0.48,-0.36,0.34,-0.027093775,-0.17,-0.41,0.69,-0.44,0.31,-0.64,0.56,0.45,0.63,-0.7,0.02,-0.7
YDR107C,-0.68,-0.38,-0.13,-0.58,0.38,-0.44,0.42,-0.24,0.11,-0.2,-0.1,0.29,0.44,-0.17,0.75,-0.44,0.43,-0.18,0.6,0.08,0.84,-0.24,-0.4,-0.17
YDR108W,-0.94,0.3,0.47,-0.02,-0.04,0.19,0.51,0.16,-0.17,-1.23,-0.02,0.88,0.03,0.1,-0.21,0.06,0.06,0.03,0.08,-0.06,-0.28,0.14,-0.02,-0.01
YDR109C,0.51,-0.08,0.28,-0.35,-0.16,-0.7,1.49,-0.18,-0.06,-0.31,-0.06,0.3,-0.09,-0.24,0.25,-0.5,0.08,-0.65,0.41,0.2,0.33,-0.2,0.1,-0.35
YDR110W,0.67,0.89,0.67,-0.05,-0.29,0.05,0.03,0.15,-0.29,0.15,-0.12,0.28,-0.18,-0.06,-0.022297736,-0.18,-0.18,-0.05,-0.65,0.03,-0.49,0.1,-0.34,-0.12
YDR111C,-0.22,0.68,1.04,0.27,0.44,0.26,0.35,-0.01,-0.02,0.2,0.23,0.35,0.18,-0.09,-0.2,-0.34,-0.09,-0.57,-0.13,-0.41,-0.24,-0.52,-0.45,-0.68
YDR113C,-1.16,0.06,1.4,0.67,0.1,-0.03,-0.65,-1.23,-0.91,-0.12,-0.21,0.76,0.48,0.98,0.15,0.43,-0.12,-0.25,-0.25,-0.27,-0.34,0.04,0.09,0.4
YDR115W,-0.24,-0.33,-0.33,-0.52,0.07,-0.41,-0.03,-0.27,0.27,0.02,0.4,0.3,0.44,0.18,0.17,-0.27,-0.79,0.14,0.44,0.11,-0.12,0.26,0.14,0.37
YDR116C,-0.02,-0.32,-0.63,-0.55,-0.32,-0.55,-0.28,-0.18,-0.11,0.24,0.25,0.42,0.1,0.03,0.05,-0.08,-0.08,0.09,-0.54,0.96,0.23,0.53,0.22,0.54
YDR117C,-0.11,0.08,0.29,-0.08,-0.26,-0.24,-0.29,-0.13,-0.22,-0.08,0.32,-0.08,-0.02,0.24,-0.06,0.02,-0.75,-0.06,0.17,0.5,-0.31,0.44,0.17,0.49
YDR118W,-0.37,0.07,0.07,-0.35,0.42,-0.42,0.53,-0.26,0.04,-0.61,0.26,0.5,0.4,-0.33,0.54,-0.73,0.09,-0.39,0.51,0.61,0.82,-0.33,-0.67,-0.42
YDR119W,0.07,-0.12,-0.16,-0.24,-0.12,0.04,-0.32,0.14,0.46,0.26,0.15,0.17,0.14,-0.03,0.26,-0.32,0.2,-0.06,0.04,-0.12,0.29,-0.1,-0.24,-0.41
YDR120C,0.86,0.64,0.2,0.02,0.04,0.09,0.28,0.2,-0.5,-0.01,-0.17,-0.29,-0.17,-0.23,-0.57,0.06,0.12,0.21,-0.21,0.69,-0.34,-0.12,-0.62,-0.17
YDR121W,0.34,0.36,0.36,-0.38,-0.17,-0.09,0.33,0,1.33,0.07,-0.19,-0.24,-0.07,-0.17,-0.09,-0.01,-0.77,-0.1,-0.06,0.19,-0.52,0.04,-0.14,-0.03
YDR122W,-0.6,0.08,0.01,-0.42,0.13,0.78,-0.11,-0.4,0.58,-0.25,-0.23,-0.07,0.63,-0.23,0.19,-0.6,0.03,-0.52,0.42,0.51,0.69,-0.11,-0.17,-0.36
YDR123C,-0.093013676,-0.043481168,-0.454506587,0.705984702,-0.265538091,-0.125306635,0.143176078,-0.162879275,0.198223638,0.016685079,-0.282213917,0.353572812,0.419336318,-0.4391098,0.415854353,-0.38374547,-0.597940757,0.315689394,-0.246992674,-0.4051434,-0.482270185,0.131845298,1.198527826,0.083246137
YDR124W,-0.28,0.37,0.34,-0.35,0.22,-0.68,0.22,-0.68,0.28,-0.7,-0.03,-0.47,0.14,0.24,0.61,-0.28,0.67,-0.39,0.61,-0.1,0.99,-0.28,-0.28,-0.18
YDR125C,0.17,0.12,0.02,-0.6,0.15,-0.37,0.03,-0.24,0.31,-0.26,0,-0.19,0.27,-0.1,-0.07,-0.22,0.02,-0.24,0.52,0.25,0.23,0.03,0.02,0.15
YDR126W,0.29,0.54,0.24,-0.02,-0.21,0.06,0.09,0.04,0.03,0.29,0.08,-0.08,0.26,-0.24,-0.19,-0.19,0.4,-0.26,-0.17,-0.34,0.16,-0.1,-0.34,-0.34
YDR127W,-0.13,-0.13,-0.06,-0.11,0.07,-0.08,0.05,-0.06,0.31,0.02,0.02,0.04,0.17,-0.15,0.04,-0.17,-0.03,-0.04,0.16,0.13,0.41,-0.15,-0.18,-0.15
YDR128W,-0.23,-0.04,0.02,0.06,0.14,0.09,0.2,0.17,0.31,-0.04,-0.25,-0.2,-0.18,-0.07,-0.05,-0.05,0.26,-0.2,0.26,-0.23,0.55,0.01,-0.27,-0.25
YDR129C,-0.008410469,-0.1,0.12,-0.06,-0.12,0.01,-0.29,0.03,-0.29,0.2,-0.22,0.15,-0.14,-0.03,-0.43,-0.01,-0.29,-0.03,0.12,0.29,-0.1,0.46,0.26,0.48
YDR130C,-0.5,-0.18,0.7,0.65,0.38,0.48,0.06,-0.14,-0.37,-0.65,-0.32,-0.21,0.2,0.25,-0.3,0.58,0.55,-0.21,-0.37,-0.12,-0.35,-0.23,-0.12,0.2
YDR131C,-0.05,0.1,-0.17,-0.71,0.5,-0.57,0.32,-0.28,0.1,-0.19,0.28,0.14,0.39,-0.13,0.15,-0.8,0.46,-0.46,0.5,0.41,0.63,-0.37,-0.13,-0.13
YDR135C,-0.25,-0.15,-0.25,-0.12,0.08,-0.33,-0.19,-0.05,0.27,-0.07,0.24,0.49,-0.02,0.54,0.03,-0.64,0.51,-0.5,0.64,0.33,0.28,-0.37,0.02,-0.5
YDR137W,-0.36,0.32,0.46,-0.3,-0.24,0.14,-0.43,0.19,-0.15,0.22,-0.15,0.02,-0.1,0,-1.01,0.02,0.02,-0.17,0.3,0.54,0.34,0.23,-0.03,0.14
YDR138W,-0.06,0.07,-0.13,-0.35,0.07,-0.19,0.21,0.06,-0.15,-0.08,-0.33,0.51,-0.19,-0.06,0.12,-0.06,0.36,-0.19,0.16,0.36,0.53,0.01,-0.33,-0.33
YDR139C,0.18,0.41,0.17,-0.18,0.11,-0.44,0.19,-0.12,0.11,0.04,-0.35,-0.18,-0.21,-0.03,-0.3,-0.27,-0.51,0.16,-0.05,0.27,0.14,0.12,0.1,0.64
YDR140W,-0.07,-0.07,0.06,0.04,0.22,-0.02,0.16,0.09,0.18,-0.14,0.03,-0.18,0.12,-0.06,-0.04,-0.25,0.09,0.04,0.19,-0.01,0.07,-0.06,-0.27,-0.11
YDR141C,0.35,0.28,0.31,-0.14,0.29,-0.66,0.42,0.07,-1.12,-0.1,0.09,1.33,0.4,-0.34,0.45,-1.16,0.45,-0.16,0.71,0.48,0.63,-0.16,-0.49,-1.93
YDR142C,0.15,0.1,-0.07,0.09,0.27,-0.08,0.35,-0.03,-0.31,-0.04,0.18,0.06,0.43,-0.39,-0.06,0.01,0.43,-0.26,0.24,0.05,0.47,-0.38,-0.62,-0.6
YDR143C,0.54,0.44,0.09,0.1,0.24,-0.35,0.27,-0.18,0.35,0.04,-0.1,-0.12,-0.05,-0.16,-0.21,-0.2,0.02,-0.46,0.61,-0.02,0,-0.24,-0.31,-0.31
YDR144C,-0.06,0.09,0.09,-0.04,0.64,-0.95,0.22,-0.52,0.39,-0.25,0.67,0.17,0.76,0.12,0.44,-0.63,0.17,-0.57,0,0.3,0.82,-0.63,-0.52,-0.72
YDR145W,0.27,0.24,0.18,0.04,0.07,-0.14,-0.14,-0.05,-0.03,0.02,-0.03,-0.22,-0.2,0.15,-0.58,0.09,-0.43,-0.1,0.23,0.52,-0.5,0.39,0.02,0.18
YDR146C,-0.41,-0.97,-1.46,0.16,0.74,0.72,1,0.77,0.3,-0.56,-0.78,-1.28,-0.34,-0.69,0.19,0.51,0.66,0.34,0.34,1.49,0.75,-0.1,-0.81,-0.58
YDR147W,0.09,0.22,0.36,0.25,-0.63,-0.26,0.29,0.02,-0.07,-0.39,-0.3,-0.28,0.08,0.39,-0.19,0.06,-0.07,-0.01,0.43,0.33,-0.11,0.04,-0.3,0.06
YDR148C,-0.81,-0.71,-0.47,-0.11,0.15,-0.26,0.04,-0.1,-0.19,0.07,0.05,0.12,0.11,-0.06,0.03,-0.17,0.06,0.13,-0.29,0.61,0.33,0.6,0.32,0.55
YDR150W,-0.27,-0.27,-0.05,0.28,0.21,0.7,0.25,0.55,-0.21,-0.08,-0.71,-0.03,-0.36,0.25,-0.25,0.21,-0.1,0.06,0.29,0.06,-0.06,-0.14,-0.1,-0.23
YDR151C,-0.3,0.02,-0.22,-0.59,-0.39,-0.02,1.31,0.19,-0.42,0.04,-0.33,-0.2,-0.44,-0.47,-0.63,0.39,0.26,0.39,0.3,0.31,0.08,0.39,0.18,0.16
YDR152W,0.66,0.64,0.61,-0.01,-0.38,0.24,-0.53,0.33,-0.65,0.41,-0.53,0.11,-0.42,-0.01,-0.73,0.2,0.28,0.23,-0.9,0.13,-0.79,0.49,0.16,0.47
YDR153C,0.6,0.35,0.52,-0.02,-0.21,0.16,-0.25,0.19,-0.67,0.07,-0.08,-0.16,-0.56,-0.08,-0.46,0.08,-0.07,-0.01,-0.07,0.71,-0.7,0.33,0.15,0.18
YDR155C,-0.59,-0.31,-0.27,-0.29,0,-0.56,-0.56,-0.73,-0.4,-0.29,-0.14,-0.02,0.12,-0.33,0.17,0.02,0.6,0.34,1.11,0.36,0.58,0.27,0.44,0.48
YDR156W,1.05,0.77,0.2,-0.01,0.02,0.41,-0.33,0.4,0.32,0.36,-0.16,0.14,-0.18,-0.39,-0.32,0.13,0.09,0.37,-0.07,-0.85,-0.9,-0.26,-0.43,-0.33
YDR158W,-0.56,-0.76,-0.46,0.15,0.27,0.4,-0.34,0.29,0.08,0.13,-0.29,0.11,-0.1,-0.07,-0.08,0.33,0.43,0.51,0.13,-0.41,0.01,0.15,-0.03,0.11
YDR159W,-0.34,0.24,0.04,-0.31,0.02,-0.23,0.04,-0.67,0.18,0.05,0.15,0.31,-0.1,0,0.1,-0.17,0.33,-0.19,0.33,0.6,0.28,-0.29,-0.17,-0.17
YDR160W,0.16,0.33,0.07,-0.16,-0.08,-0.27,-0.31,0.18,-0.06,-0.24,0.82,1.13,0.13,-0.04,-0.43,-0.48,0.36,-0.14,-0.2,-0.06,-0.08,-0.2,-0.2,-0.24
YDR161W,0.28,0.79,0.66,-0.29,-0.29,0.15,-0.27,-1.83,-0.11,0.36,-0.2,0.25,-0.45,-0.09,-0.33,-0.03,0.6,0.06,-0.09,0.69,-0.31,0.25,0.17,0.02
YDR162C,0.03,0.38,0.39,-0.03,-0.34,-0.24,0.04,0.14,-0.29,0.01,-0.65,-0.05,-0.48,-0.12,0.04,0.15,-0.54,0.21,-0.32,0.39,0.24,0.4,0.1,0.54
YDR163W,0.17,0.35,0.29,-0.04,-0.1,-0.24,-0.11,0.1,-0.4,0.04,-0.24,0.11,-0.11,0.17,-0.46,-0.04,-0.61,0,-0.52,0.6,-0.27,0.48,0.23,0.6
YDR164C,-0.09,0.34,0.24,-0.11,-0.23,-0.32,0.52,-0.01,-0.15,0.07,-0.37,-0.17,-0.23,0.02,-0.09,-0.21,-0.49,0,-0.03,0.51,0.58,0.11,-0.01,0.14
YDR165W,0.78,0.74,0.36,-0.11,-0.18,0.02,0.08,0.16,-0.2,0.33,0.06,0.16,-0.11,0.02,-0.92,0.05,-0.2,0.13,-0.37,0.3,-0.77,0.06,-0.24,-0.14
YDR166C,-0.19,-0.43,-0.31,0.09,-0.13,0.24,-0.24,0.21,0.14,0.14,-0.19,-0.07,-0.11,-0.01,-0.17,0.03,0.16,0.06,0.6,0.3,0.35,-0.05,-0.22,-0.21
YDR167W,0.01,0.24,0.3,-0.18,-0.1,-0.15,-0.03,0.08,-0.42,0.09,-0.23,-0.15,0.2,0.13,-0.47,0.08,-0.38,-0.03,-0.42,0.74,-0.66,0.55,0.23,0.56
YDR168W,-0.18,0.02,-0.04,-0.06,-0.52,-0.12,-0.58,0.07,-0.27,0.04,-0.39,0.61,-0.52,-0.47,0.27,0.23,-0.16,0.34,-0.23,0.84,-0.12,0.18,0.44,0.63
YDR169C,-0.01,0.03,0.04,-0.12,-0.04,-0.15,-0.14,-0.02,-0.24,0.23,0.07,0.04,0.1,0.12,-0.32,0.25,-0.65,-0.01,-0.1,0.65,-0.23,0.28,0.13,0.09
YDR170C,0.01,-0.03,0.1,0.55,0.3,0.45,0.31,0.31,-0.04,0.18,-0.08,-0.1,-0.22,0.34,-0.16,0.21,-0.42,0.16,-0.55,-0.66,-0.33,0.01,-0.22,-0.12
YDR171W,-0.57,-0.72,-0.67,-0.68,-0.15,-0.7,-0.31,-0.92,-0.62,-0.25,-0.3,-0.73,-0.12,-0.42,-0.21,0.41,-0.7,0.2,-0.09,1.71,0.85,2.07,1.41,1.51
YDR172W,0.64,0.62,0.49,0.32,-0.36,0.04,-0.66,0.16,-0.45,0.09,-0.58,-0.04,-0.66,0.17,0.06,0.41,-0.28,0.11,-0.21,0.65,-0.74,0.22,-0.01,0.03
YDR173C,-0.36,-0.1,-0.06,-0.33,0.29,-0.42,-0.12,-0.22,-0.07,-0.48,0.06,0.02,0.05,0.02,0.23,-0.35,0.09,-0.17,0.58,0.91,0.74,-0.09,-0.27,0.06
YDR174W,-0.73,-0.4,-0.2,0.79,-0.22,-0.2,0.01,0.04,-0.15,0.43,-0.42,0.27,-0.34,0.12,0.27,-0.1,-0.25,0.16,-0.27,0.25,0.42,0.22,0.12,0.16
YDR175C,-0.22,-0.21,-0.27,-0.18,-0.48,0.17,-0.24,0.44,-1.02,0.63,-0.74,0.5,-0.15,0.31,-0.64,0.42,-1.02,0.5,-0.53,0.34,-0.24,1.05,0.73,0.87
YDR176W,-0.1,0.14,0.29,0.19,0.52,0.19,-0.72,0.01,-0.86,0.06,-0.1,-0.12,-0.4,0.29,-0.21,0.54,-0.83,0.06,-0.63,0.75,-0.28,0.52,0.28,0.4
YDR177W,0.05,0.3,0.27,-0.02,-0.24,0.12,-0.19,0.13,1.08,0.22,-0.91,0.01,-0.38,-0.06,-0.91,0.22,-1.14,0.35,-0.88,0.3,-0.58,0.7,0.57,1.01
YDR178W,-0.54,-0.9,-0.67,0.13,-0.24,0.24,-0.1,-0.04,0.59,0.05,-0.15,0.05,-0.04,-0.25,0.37,-0.15,-0.18,0.11,0.32,-0.31,1.32,0.13,0.01,0.26
YDR179C,-0.27,0.17,0.9,-0.03,0.44,-0.15,0.5,-0.39,0.06,-0.73,0.21,-0.19,0.59,0.24,0.16,-0.25,-0.24106931,-0.36,0.474220412,0.17,-0.25315027,-0.96,-0.21,0.12
YDR179W-A,-0.45,0.1,0.23,0.43,0.48,0.07,0.54,-0.48,-0.05,-0.3,-0.21,0.14,0.16,0.05,0.74,-0.32,-0.05,-0.52,0.66,0.18,0.51,-0.65,-0.63,-0.63
YDR180W,-0.03,0.58,0.04,-0.26,-0.58,-0.13,-0.2,-0.01,-0.16,0.2,0.21,0.27,0.13,-0.15,0.21,0.05,0.05,0.05,-0.04,0.17,0.41,-0.18,-0.26,-0.4
YDR181C,0.05,0.32,0.55,-0.07,-0.21,0.16,0.02,0.27,-0.27,0.03,-0.31,0.05,0.1,0.03,-0.57,0,-0.29,-0.09,-0.07,0.31,-0.04,-0.31,0.02,0.3
YDR182W,-0.08,-0.02,0.24,0.42,-0.41,0.36,-0.52,0.06,-0.54,-0.04,-0.69,0.17,-0.33,0.37,0.39,0.42,-0.08,0.24,-0.61,0.04,0.28,0.17,0.16,0.03
YDR183W,0.01,0.41,0.38,-0.41,-0.62,-0.32,0,0.07,0.21,-0.14,0,0.14,0.06,0.06,-0.02,-0.32,-0.26,-0.19,-0.02732158,0.06,0.29,0.22,0.21,0.18
YDR184C,-0.08,1.2,0.43,0.08,-0.99,0.21,-0.39,0.39,-0.23,0.42,-0.51,0.11,-0.67,0.07,-0.09,0.61,-0.07,0.35,-0.63,-0.22,-0.19,0.21,-0.04,0.02
YDR186C,1.08,0.7,0.21,-0.09,-0.08,-0.19,-0.23,0,-0.2,-0.04,-0.59,-0.08,-0.35,-0.04,0.29,-0.14,0.11,-0.11,0.47,0.29,-0.15,-0.09,-0.4,-0.35
YDR188W,0.39,0.27,0.17,0.19,-0.48,-0.03,-0.12,0.19,-0.12,0.01,-1.06,-0.03,-0.44,-0.16,0.42,0.22,0.04,0.23,0.37,0.08,-0.21,0.1,-0.12,0.1
YDR189W,0.27,0.25,0.39,0.22,0.13,-0.13,-0.41,-0.15,-0.54,0.06,-0.01,0.22,-0.09,0.34,-0.31,0.06,-0.72,-0.09,-0.24,0.45,-0.38,0.46,0.01,0.23
YDR190C,0.52,0.58,0.09,-0.25,-0.69,-0.35,-0.27,0.25,0.04,0.34,-0.55,0.13,-0.53,-0.1,0.05,0.15,-0.35,0.12,-0.02,0.59,-0.53,0.42,0.05,0.3
YDR191W,0.42,0.3,-0.92,-1.05,-0.95,-0.52,0.28,0.69,0.5,0.97,0.39,-0.14,-0.28,-0.75,-0.58,-0.58,-0.62,-0.12,0.36,0.98,0.44,0.63,0.24,0.34
YDR192C,0.22,0.37,0.12,-0.43,-0.05,-0.45,-0.04,0.02,0.23,0.03,-0.05,0.16,-0.15,-0.21,0.55,-0.21,-0.1,-0.1,0.48,0.37,0.32,-0.41,-0.39,-0.28
YDR194C,0.08,-0.13,-0.56,-0.54,-0.84,-0.56,-0.6,-0.13,-0.75,0.27,-0.28,0.08,-0.22,0.23,0.44,0.25,-0.21,0.16,0.17,1.4,-0.2,0.79,0.57,0.58
YDR195W,0.5,0.57,0.26,-0.22,-0.19,-0.24,-0.43,-0.04,-0.17,-0.08,-0.04,-0.22,-0.22,0.06,0.04,0.06,-0.1,-0.08,0.03,0.69,-0.2,0.13,-0.15,0.06
YDR196C,-0.03,0.03,0.18,-0.01,-0.34,-0.05,-0.16,0.19,-0.87,0.19,-0.52,0.27,-0.4,0.42,0.13,0.13,-0.14,-0.22,-0.22,0.33,0.04,0.22,0.24,0.58
YDR197W,0.16,-0.56,0.19,-0.18,-0.12,-0.79,0,0.12,0.12,0.5,0.31,0.36,-0.12,0.16,-0.37,-0.12,-0.68,-0.18,-0.11,0.48,0,0.22,0.2,0.44
YDR198C,0.61,0.63,0.21,0.05,-0.66,0.2,-0.3,0.44,0.05,0.35,-0.38,-0.05,-0.44,-0.42,-0.11,0.21,-0.23,0.29,-0.44,-0.05,-0.06,0.19,-0.13,0.05
YDR200C,0.17,0.27,0.51,0.6,-0.56,0.05,-0.67,0.09,-0.67,0.09,-0.4,0.31,-0.73,0.39,-0.2,0.48,-0.2,0.16,-0.61,0.25,-0.12,0.36,0.25,0.2
YDR201W,-0.7,-0.33,0.22,0.12,0.12,0.29,1.42,0.12,-0.41,-0.27,-0.6,-0.1,0.49,0.12,-0.26,0.24,-0.35,0.08,-0.39,0.05,-0.77,0.15,0.23,0.52
YDR202C,-0.15,0.05,0.05,-0.15,-0.49,-0.11,-0.25,0.02,-0.11,0,-0.38,0,-0.42,0.19,-0.38,0.07,-0.15,0.15,-0.4,0.08,0.57,0.64,0.47,0.68
YDR204W,0.001371484,-0.15,-0.33,-0.22,-0.66,-0.24,-0.5,-0.03,0,0,-0.05,0.13,-0.37,-0.22,-0.31,0,-0.08,0.09,-0.15,0.13,0.75,0.6,0.67,0.93
YDR205W,0.19,0.06,0.06,0.12,0.43,0.22,0.47,0.39,-2.28,0.15,0.16,0.24,0.36,-0.15,0.03,-0.12,0.55,-0.05,0.55,-0.32,0.33,-0.24,-0.4,-0.74
YDR206W,0.29,0.56,0.46,-0.05,-0.07,0.07,0.01,0.05,0.05,0.03,-0.16,-0.25,0.75,-0.3,-0.36,-0.78,0.01,-0.14,-0.09,0.03,0.32,-0.25,-0.23,0.03
YDR207C,-0.21,-0.23,0.49,0.14,-0.04,0.04,-0.34,0.25,-0.27,-0.02,-0.74,0.19,-0.08,0.25,-0.08,0.25,0.25,-0.21,0.41,0.23,-0.04,-0.01,0.06,-0.29
YDR208W,0.15,-0.3,-0.11,0.22,0.07,0.42,-0.52,0.23,-0.18,-0.02,-0.48,-0.23,-0.18,0.14,-0.02,0.19,0.04,0.14,0.21,0.4,0.33,-0.08,-0.25,-0.21
YDR211W,0.55,0.51,0.35,0.15,0.01,-0.08,-0.18,0.08,-0.45,0.13,-0.01,-0.06,-0.33,0.13,-0.88,0.12,-0.7,-0.06,-0.24,0.64,-0.53,0.55,0.08,0.23
YDR212W,0.2,0.31,0.02,0.02,-0.12,-0.09,-0.07,0.02,-0.52,-0.02,-0.54,0.02,-0.18,-0.12,0.28,0.11,0.13,0.05,0.01,0.42,-0.04,0.11,-0.11,0.08
